persona_id,name,plan,age,lang,profile,xp,flight_level,momentum_score,momentum_league,active_weeks,weekly_scores,maturity_index,maturity_rank,cmi,rmi,route_proven,route_proven_count,breadth_index,breadth_descriptor,trust_state,title_eligibility,prestige_pei,prestige_nomination,achievements,achievement_ids,cxw,sex,team_contrib,practical,capstone,missions,integrity_hold,clusters,horizons,ldb_mastery_eligible,ldb_momentum_eligible,expected,issues,result,cohort,seed,formula_frm_mat,formula_frm_mom,formula_frm_xp
CAL-20260724-A-0158,Cal A 158,Expedition,adult,en,experienced,1055,5,68.33,Gold,8,65.0|50.0|85.0|50.0|50.0|85.0|75.0|50.0,86.25,Vanguard,100.0,100.0,1,2,48.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,77.75,ELIGIBLE_ASCENDANT_NOMINATION,8,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,0,1,1,6,1,6,0,5,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0159,Cal A 159,FlightPass,adult,en,low_act_high_ev,995,4,59.17,Silver,8,65.0|50.0|50.0|50.0|60.0|70.0|60.0|50.0,66.25,Specialist,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,76.15,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,2,8,1,1,0,3,BLD|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0160,Cal A 160,OpenFlight,adult,en,returning,370,3,40.0,Bronze,4,60.0|0.0|0.0|40.0|60.0|0.0|80.0|0.0,45.0,Scout,83.33,49.0,0,0,45.0,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,52.45,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,3,0,6,0,4,BLD|LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0161,Cal A 161,MeritRoute,adult,en,experienced,1090,5,71.67,Gold,8,65.0|50.0|75.0|85.0|85.0|50.0|50.0|70.0,86.25,Specialist,100.0,100.0,1,2,63.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,73.6,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,7,1,5,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0162,Cal A 162,WingPass,adult,en,steady,1140,5,71.67,Gold,7,50.0|75.0|85.0|25.0|0.0|75.0|85.0|60.0,66.25,Specialist,86.0,86.0,1,1,50.75,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,76.2,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,5,1,5,0,6,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0163,Cal A 163,WingPass,adult,ar,team_passenger,315,3,48.33,Silver,5,40.0|75.0|0.0|75.0|0.0|0.0|40.0|60.0,30.0,Fledgling,76.67,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,37.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,2,0,4,0,3,BLD|LED,0,1,{'full_mastery_from_team': 'no'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0164,Cal A 164,MeritRoute,adult,en,steady,955,4,63.33,Gold,6,40.0|0.0|50.0|80.0|0.0|75.0|85.0|50.0,63.75,Pathfinder,81.67,81.67,1,1,45.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,71.4,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,4,1,4,0,5,LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0165,Cal A 165,OpenFlight,adult,ar,new,345,3,52.5,Silver,6,40.0|0.0|75.0|60.0|0.0|40.0|50.0|50.0,20.0,Fledgling,66.67,49.0,0,0,38.75,Expanding,NORMAL,NOT_ELIGIBLE,36.2,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,5,0,4,BLD|LED|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0166,Cal A 166,Expedition,adult,ar,a11y_compressed,390,3,48.33,Silver,5,65.0|0.0|0.0|65.0|50.0|0.0|50.0|60.0,45.0,Scout,83.33,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,54.45,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-TEAM-001,0,0,2,4,0,2,0,2,BLD|LED,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0167,Cal A 167,OpenFlight,adult,en,paid_idle,0,1,0.0,Iron,0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,0.0,Hatchling,0.0,0.0,0,0,0.0,Focused,UNESTABLISHED,NOT_ELIGIBLE,1.5,NOT_ELIGIBLE,0,,0,0,0,0,0,0,0,0,,0,0,"{'xp': '0_or_near', 'momentum': 'Iron', 'mastery': 'none', 'route_proven': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0168,Cal A 168,MeritRoute,adult,ar,experienced,1120,5,75.0,Platinum,8,75.0|85.0|85.0|50.0|60.0|70.0|50.0|75.0,86.25,Specialist,100.0,100.0,1,2,46.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,70.35,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,7,1,5,0,5,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0169,Cal A 169,MeritRoute,adult,en,popular_weak,140,2,16.67,Iron,3,0.0|10.0|0.0|0.0|40.0|0.0|0.0|50.0,12.5,Hatchling,0.0,0.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,14.5,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,2,0,2,LED|OPR,0,0,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0170,Cal A 170,OpenFlight,adult,en,returning,390,3,54.17,Silver,5,85.0|0.0|0.0|55.0|50.0|70.0|65.0|0.0,45.0,Scout,90.0,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,47.95,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,3,0,5,0,2,LED|OPR,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0171,Cal A 171,Expedition,adult,en,new,340,3,50.0,Silver,6,40.0|0.0|40.0|60.0|50.0|60.0|50.0|0.0,37.5,Scout,95.0,49.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,43.2,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,3,0,3,0,3,LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0172,Cal A 172,Expedition,adult,ar,high_act_low_ev,720,4,55.0,Silver,8,40.0|60.0|50.0|50.0|50.0|60.0|50.0|60.0,13.75,Hatchling,0.0,0.0,0,0,70.0,Integrated,NORMAL,NOT_ELIGIBLE,23.75,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,18,0,9,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0173,Cal A 173,FlightPass,adult,en,new,535,3,63.33,Gold,7,50.0|85.0|85.0|50.0|50.0|60.0|0.0|50.0,40.0,Scout,80.0,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,52.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,3,2,0,5,0,4,BLD|LED|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0174,Cal A 174,MeritRoute,adult,en,steady,845,4,71.67,Gold,6,65.0|75.0|75.0|80.0|0.0|0.0|75.0|60.0,58.75,Pathfinder,81.67,81.67,1,1,60.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,67.25,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,4,1,5,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0175,Cal A 175,Expedition,adult,en,a11y_compressed,320,3,41.67,Bronze,4,75.0|60.0|0.0|0.0|0.0|0.0|40.0|75.0,37.5,Scout,95.0,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,41.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,3,0,3,0,3,BLD|OPR,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0176,Cal A 176,OpenFlight,adult,ar,returning,445,3,55.0,Silver,5,50.0|0.0|0.0|75.0|0.0|65.0|90.0|50.0,40.0,Scout,86.67,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,52.7,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001,0,0,0,4,0,7,0,4,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0177,Cal A 177,FlightPass,adult,ar,popular_weak,280,2,39.17,Bronze,4,50.0|85.0|50.0|0.0|50.0|0.0|0.0|0.0,11.25,Hatchling,15.0,15.0,0,0,38.75,Expanding,NORMAL,NOT_ELIGIBLE,21.25,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,0,0,4,0,4,BLD|OPR|PRT,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0178,Cal A 178,FlightPass,adult,en,low_act_high_ev,980,4,59.17,Silver,8,40.0|50.0|60.0|50.0|60.0|50.0|85.0|50.0,66.25,Specialist,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,76.15,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,2,8,1,1,0,3,LED|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0179,Cal A 179,WingPass,adult,en,high_act_low_ev,460,3,53.33,Silver,6,0.0|40.0|50.0|60.0|60.0|0.0|60.0|50.0,18.75,Hatchling,0.0,0.0,0,0,60.0,Multi-Horizon,NORMAL,NOT_ELIGIBLE,24.25,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,12,0,7,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0180,Cal A 180,MeritRoute,adult,en,popular_weak,375,3,47.5,Silver,5,50.0|50.0|0.0|40.0|0.0|75.0|70.0|0.0,22.5,Fledgling,66.67,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,40.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,1,0,4,0,3,BLD|PRT,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0181,Cal A 181,OpenFlight,adult,en,low_act_high_ev,860,4,53.33,Silver,7,40.0|0.0|40.0|60.0|50.0|70.0|50.0|50.0,61.25,Pathfinder,100.0,100.0,1,1,18.25,Focused,POSITIVE_STANDING,PROGRESS_VISIBLE,71.4,NOT_ELIGIBLE,4,ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,1,7,1,0,0,2,OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0182,Cal A 182,Expedition,adult,ar,integrity,355,3,37.5,Bronze,5,10.0|40.0|0.0|75.0|60.0|0.0|0.0|40.0,42.5,Scout,95.0,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,47.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,3,0,2,0,2,BLD|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0183,Cal A 183,FlightPass,adult,en,team_strong,1210,5,70.0,Gold,8,50.0|60.0|60.0|50.0|85.0|80.0|85.0|20.0,66.25,Specialist,81.67,81.67,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,75.65,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,7,5,1,3,0,3,LED|OPR,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0184,Cal A 184,WingPass,adult,en,experienced,1150,5,73.33,Gold,8,75.0|85.0|50.0|50.0|75.0|80.0|50.0|75.0,86.25,Vanguard,100.0,100.0,1,2,65.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,83.5,ELIGIBLE_ASCENDANT_NOMINATION,8,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,0,1,2,6,1,6,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0185,Cal A 185,FlightPass,adult,en,high_act_low_ev,770,4,56.67,Silver,8,50.0|60.0|50.0|50.0|50.0|60.0|60.0|60.0,18.75,Hatchling,0.0,0.0,0,0,65.0,Multi-Horizon,NORMAL,NOT_ELIGIBLE,25.25,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,18,0,8,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0186,Cal A 186,OpenFlight,adult,en,merit,1060,5,78.33,Platinum,8,65.0|75.0|50.0|90.0|85.0|60.0|85.0|70.0,63.75,Pathfinder,88.33,88.33,1,1,62.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,76.65,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,3,1,5,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0187,Cal A 187,OpenFlight,adult,en,popular_weak,95,1,21.67,Iron,3,0.0|0.0|40.0|0.0|40.0|0.0|50.0|0.0,11.25,Hatchling,0.0,0.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,12.75,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,3,0,2,BLD|OPR,0,0,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0188,Cal A 188,FlightPass,adult,en,steady,1085,5,76.67,Platinum,7,40.0|85.0|85.0|90.0|0.0|65.0|60.0|75.0,58.75,Pathfinder,81.67,81.67,1,1,48.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,65.0,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,4,1,6,0,6,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0189,Cal A 189,WingPass,adult,en,experienced,1020,5,69.17,Gold,8,40.0|75.0|85.0|85.0|50.0|70.0|50.0|50.0,86.25,Specialist,100.0,100.0,1,2,41.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,69.35,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,8,1,3,0,4,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0190,Cal A 190,OpenFlight,adult,ar,experienced,870,4,69.17,Gold,6,75.0|75.0|75.0|0.0|40.0|75.0|75.0|0.0,86.25,Specialist,100.0,100.0,1,2,46.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,70.35,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,5,1,5,0,5,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0191,Cal A 191,MeritRoute,adult,ar,low_act_high_ev,995,4,65.0,Gold,7,75.0|60.0|50.0|75.0|50.0|80.0|0.0|40.0,66.25,Specialist,100.0,100.0,1,1,40.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,78.4,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,7,1,2,0,4,LED|OPR|PRT,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0192,Cal A 192,MeritRoute,adult,ar,low_act_high_ev,960,4,56.67,Silver,8,40.0|50.0|60.0|50.0|50.0|70.0|60.0|50.0,63.75,Pathfinder,100.0,100.0,1,1,18.25,Focused,POSITIVE_STANDING,PROGRESS_VISIBLE,73.9,NOT_ELIGIBLE,4,ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,2,8,1,0,0,2,OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0193,Cal A 193,FlightPass,adult,en,steady,980,4,60.83,Gold,6,50.0|60.0|75.0|90.0|0.0|75.0|15.0|0.0,66.25,Specialist,86.0,86.0,1,1,39.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,73.95,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,4,1,4,0,5,OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0194,Cal A 194,MeritRoute,adult,en,merit,850,4,63.33,Gold,7,40.0|0.0|40.0|65.0|85.0|75.0|15.0|75.0,55.0,Pathfinder,81.67,81.67,1,1,37.5,Expanding,NORMAL,PROGRESS_VISIBLE,58.75,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,2,1,3,0,5,BLD|OPR,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0195,Cal A 195,MeritRoute,adult,en,new,420,3,56.67,Silver,7,40.0|10.0|40.0|0.0|40.0|85.0|75.0|60.0,45.0,Scout,95.0,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,50.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,3,0,5,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0196,Cal A 196,Expedition,adult,ar,new,250,2,50.0,Silver,6,40.0|50.0|50.0|50.0|50.0|0.0|0.0|60.0,35.0,Scout,85.0,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,46.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,2,0,4,0,3,LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0197,Cal A 197,Expedition,adult,ar,popular_weak,510,3,56.67,Silver,6,10.0|0.0|0.0|65.0|70.0|60.0|60.0|75.0,40.0,Scout,85.0,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,47.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,2,0,5,0,3,BLD|LED,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0198,Cal A 198,OpenFlight,adult,ar,popular_weak,240,2,37.5,Bronze,4,65.0|0.0|0.0|50.0|60.0|50.0|0.0|0.0,17.5,Hatchling,70.0,49.0,0,0,32.5,Expanding,NORMAL,NOT_ELIGIBLE,34.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,4,0,4,BLD|LED,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0199,Cal A 199,MeritRoute,adult,en,prestige,1660,6,76.67,Platinum,8,65.0|85.0|10.0|20.0|65.0|85.0|85.0|75.0,87.5,Vanguard,100.0,100.0,1,2,80.0,Integrated,ELEVATED_RESPONSIBILITY_ELIGIBLE,INTEGRATED_TEMPLATE_ELIGIBLE_FOR_REVIEW,95.25,ELIGIBLE_ASCENDANT_NOMINATION,10,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-CXW-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,1,1,1,6,1,6,0,8,BLD|LED|OPR|PRT,1,1,"{'prestige_auto_grant': 'no', 'nomination_possible': 'yes'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0200,Cal A 200,FlightPass,adult,en,steady,800,4,56.67,Silver,6,40.0|50.0|75.0|0.0|0.0|65.0|50.0|60.0,58.75,Pathfinder,86.0,86.0,1,1,43.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,65.3,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001,0,0,0,3,1,4,0,5,LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0201,Cal A 201,Expedition,adult,en,prestige,1800,6,80.0,Platinum,8,75.0|75.0|75.0|75.0|85.0|85.0|85.0|75.0,87.5,Vanguard,100.0,100.0,1,2,73.0,Integrated,ELEVATED_RESPONSIBILITY_ELIGIBLE,INTEGRATED_TEMPLATE_ELIGIBLE_FOR_REVIEW,93.85,ELIGIBLE_ASCENDANT_NOMINATION,9,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-CXW-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,1,1,0,8,1,8,0,7,BLD|LED|OPR|PRT,1,1,"{'prestige_auto_grant': 'no', 'nomination_possible': 'yes'}",,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0202,Cal A 202,FlightPass,adult,ar,a11y_compressed,320,3,50.83,Silver,6,40.0|50.0|0.0|50.0|50.0|0.0|65.0|50.0,42.5,Scout,86.67,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,47.2,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-TEAM-001,0,0,1,3,0,2,0,2,BLD|LED,0,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
CAL-20260724-A-0203,Cal A 203,FlightPass,adult,ar,experienced,1095,5,71.67,Gold,7,0.0|40.0|50.0|75.0|85.0|85.0|50.0|85.0,86.25,Vanguard,100.0,100.0,1,2,48.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,77.75,ELIGIBLE_ASCENDANT_NOMINATION,8,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,0,1,1,7,1,4,0,5,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS,A,20260724,0.2.0,0.2.0,0.1.1
