persona_id,name,plan,age,lang,profile,xp,flight_level,momentum_score,momentum_league,active_weeks,weekly_scores,maturity_index,maturity_rank,cmi,rmi,route_proven,route_proven_count,breadth_index,breadth_descriptor,trust_state,title_eligibility,prestige_pei,prestige_nomination,achievements,achievement_ids,cxw,sex,team_contrib,practical,capstone,missions,integrity_hold,clusters,horizons,ldb_mastery_eligible,ldb_momentum_eligible,expected,issues,result
SYN-0106,Synthetic 106,MeritRoute,adult,en,steady,1005,5,65.0,Gold,7,75.0|60.0|50.0|10.0|0.0|70.0|85.0|50.0,66.25,Specialist,86.0,86.0,1,1,52.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,76.45,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,5,1,3,0,5,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0107,Synthetic 107,Expedition,adult,en,high_act_low_ev,720,4,51.67,Silver,8,40.0|50.0|50.0|60.0|10.0|40.0|50.0|60.0,12.5,Hatchling,0.0,0.0,0,0,70.0,Integrated,NORMAL,NOT_ELIGIBLE,22.5,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,16,0,9,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0108,Synthetic 108,MeritRoute,adult,en,low_act_high_ev,930,4,57.5,Silver,8,65.0|50.0|50.0|50.0|60.0|50.0|70.0|50.0,63.75,Pathfinder,100.0,100.0,1,1,18.25,Focused,POSITIVE_STANDING,PROGRESS_VISIBLE,71.4,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,1,8,1,1,0,2,OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0109,Synthetic 109,WingPass,adult,ar,experienced,840,4,55.83,Silver,6,40.0|0.0|75.0|75.0|50.0|20.0|0.0|75.0,86.25,Specialist,100.0,100.0,1,2,63.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,73.6,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,3,1,5,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0110,Synthetic 110,MeritRoute,adult,en,new,385,3,47.5,Silver,6,40.0|0.0|75.0|10.0|0.0|50.0|50.0|60.0,30.0,Hatchling,70.0,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,33.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,1,0,5,0,3,LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0111,Synthetic 111,WingPass,adult,ar,merit,1020,5,72.5,Gold,7,75.0|50.0|75.0|75.0|0.0|75.0|60.0|75.0,63.75,Pathfinder,81.67,81.67,1,1,52.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,72.65,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,5,1,5,0,5,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0112,Synthetic 112,MeritRoute,adult,ar,returning,515,3,63.33,Gold,6,50.0|0.0|0.0|55.0|50.0|85.0|80.0|60.0,45.0,Scout,86.67,49.0,0,0,43.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,55.45,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,4,0,7,0,5,BLD|OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0113,Synthetic 113,FlightPass,minor,ar,minor_ar,440,3,51.67,Silver,6,50.0|60.0|75.0|50.0|10.0|65.0|0.0|0.0,45.0,Scout,95.0,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,52.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,3,3,0,4,0,3,BLD|LED,0,1,{'baseline': 'ok'},,PASS
SYN-0114,Synthetic 114,Expedition,adult,ar,a11y_compressed,170,2,30.0,Bronze,4,40.0|60.0|0.0|0.0|40.0|0.0|40.0|0.0,22.5,Hatchling,66.67,49.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,29.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,2,0,2,OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0115,Synthetic 115,WingPass,adult,ar,team_passenger,450,3,59.17,Silver,6,50.0|60.0|0.0|50.0|75.0|60.0|60.0|0.0,25.0,Hatchling,70.0,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,30.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,6,0,3,BLD|OPR,0,1,{'full_mastery_from_team': 'no'},,PASS
SYN-0116,Synthetic 116,Expedition,adult,en,team_strong,1090,5,64.17,Gold,8,10.0|50.0|60.0|75.0|75.0|20.0|50.0|75.0,66.25,Specialist,83.33,83.33,1,1,57.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,81.65,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-MST-001|ACH-TEAM-001,0,0,5,3,1,4,0,6,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0117,Synthetic 117,FlightPass,adult,en,integrity,645,4,74.17,Gold,8,50.0|85.0|75.0|75.0|85.0|50.0|50.0|75.0,45.0,Scout,90.0,49.0,0,0,50.0,Multi-Horizon,POSITIVE_STANDING,NOT_ELIGIBLE,56.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,4,0,6,0,5,BLD|LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0118,Synthetic 118,Expedition,adult,en,popular_weak,315,3,40.0,Bronze,5,50.0|10.0|0.0|60.0|60.0|60.0|0.0|0.0,12.5,Hatchling,0.0,0.0,0,0,32.5,Expanding,NORMAL,NOT_ELIGIBLE,22.5,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,4,0,0,4,0,4,BLD|LED,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0119,Synthetic 119,FlightPass,adult,ar,steady,835,4,72.5,Gold,7,40.0|50.0|75.0|75.0|0.0|65.0|85.0|85.0,63.75,Pathfinder,81.67,81.67,1,1,57.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,68.9,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,2,1,7,0,6,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0120,Synthetic 120,FlightPass,adult,en,new,90,1,8.33,Iron,2,0.0|0.0|10.0|0.0|0.0|0.0|40.0|0.0,10.0,Hatchling,0.0,0.0,0,0,5.0,Focused,NORMAL,NOT_ELIGIBLE,9.5,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-TEAM-001,0,0,1,0,0,1,0,1,LED,0,0,{'baseline': 'ok'},,PASS
SYN-0121,Synthetic 121,MeritRoute,adult,ar,steady,1055,5,65.0,Gold,7,65.0|50.0|50.0|85.0|0.0|75.0|65.0|50.0,63.75,Pathfinder,86.0,86.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,69.45,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,7,1,3,0,3,LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0122,Synthetic 122,Expedition,adult,ar,high_act_low_ev,680,4,58.33,Silver,7,50.0|60.0|60.0|70.0|0.0|40.0|50.0|60.0,12.5,Hatchling,0.0,0.0,0,0,75.0,Integrated,NORMAL,NOT_ELIGIBLE,23.5,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,16,0,10,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0123,Synthetic 123,Expedition,adult,en,low_act_high_ev,990,4,60.83,Gold,7,50.0|0.0|40.0|50.0|60.0|70.0|85.0|50.0,66.25,Specialist,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,76.15,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,7,1,1,0,3,BLD|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0124,Synthetic 124,WingPass,adult,ar,experienced,1165,5,78.33,Platinum,8,65.0|85.0|85.0|50.0|85.0|50.0|75.0|75.0,86.25,Vanguard,100.0,100.0,1,2,53.75,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,81.25,ELIGIBLE_ASCENDANT_NOMINATION,8,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,0,1,2,7,1,6,0,6,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0125,Synthetic 125,WingPass,adult,en,new,40,1,21.67,Iron,3,0.0|40.0|50.0|0.0|0.0|0.0|40.0|0.0,5.0,Hatchling,0.0,0.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,11.5,NOT_ELIGIBLE,1,ACH-ACT-001,0,0,0,0,0,3,0,3,BLD|PRT,0,0,{'baseline': 'ok'},,PASS
SYN-0126,Synthetic 126,Expedition,adult,en,merit,890,4,69.17,Gold,6,0.0|0.0|40.0|90.0|75.0|85.0|75.0|50.0,58.75,Pathfinder,81.67,81.67,1,1,50.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,65.25,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,5,1,4,0,5,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0127,Synthetic 127,WingPass,adult,en,returning,260,2,29.17,Iron,5,10.0|0.0|0.0|15.0|40.0|0.0|40.0|70.0,42.5,Scout,83.33,49.0,0,0,5.0,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,42.95,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,3,0,4,0,1,OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0128,Synthetic 128,Expedition,minor,ar,minor_ar,110,2,25.83,Iron,3,0.0|65.0|0.0|0.0|40.0|50.0|0.0|0.0,22.5,Hatchling,66.67,49.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,29.95,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-EVD-001,0,0,0,1,0,2,0,2,BLD|OPR,0,0,{'baseline': 'ok'},,PASS
SYN-0129,Synthetic 129,OpenFlight,adult,en,a11y_compressed,390,3,52.5,Silver,6,40.0|60.0|0.0|75.0|50.0|0.0|40.0|50.0,37.5,Scout,83.33,49.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,44.2,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,4,0,2,0,2,BLD|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0130,Synthetic 130,FlightPass,adult,en,team_passenger,170,2,26.67,Iron,4,40.0|0.0|40.0|0.0|40.0|0.0|40.0|0.0,37.5,Scout,76.67,49.0,0,0,5.0,Focused,NORMAL,NOT_ELIGIBLE,31.2,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-EVD-001,0,0,0,2,0,1,0,1,PRT,0,1,{'full_mastery_from_team': 'no'},,PASS
SYN-0131,Synthetic 131,FlightPass,adult,ar,team_strong,1220,5,65.0,Gold,8,10.0|40.0|60.0|60.0|10.0|70.0|75.0|85.0,66.25,Specialist,81.67,81.67,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,75.65,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,7,4,1,3,0,3,BLD|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0132,Synthetic 132,MeritRoute,adult,en,integrity,410,3,54.17,Silver,7,65.0|60.0|0.0|50.0|60.0|50.0|10.0|40.0,30.0,Hatchling,70.0,49.0,0,0,32.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,43.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,3,1,0,4,0,4,LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0133,Synthetic 133,MeritRoute,adult,en,popular_weak,270,2,45.0,Silver,6,10.0|0.0|40.0|50.0|50.0|60.0|0.0|60.0,15.0,Hatchling,0.0,0.0,0,0,38.75,Expanding,NORMAL,NOT_ELIGIBLE,18.75,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,0,0,5,0,4,BLD|OPR|PRT,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0134,Synthetic 134,Expedition,adult,ar,steady,1025,5,76.67,Platinum,7,40.0|85.0|85.0|75.0|0.0|65.0|90.0|60.0,58.75,Pathfinder,86.0,86.0,1,1,60.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,68.55,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,4,1,6,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0135,Synthetic 135,WingPass,adult,ar,new,330,3,50.0,Silver,6,0.0|50.0|60.0|50.0|0.0|40.0|50.0|50.0,22.5,Hatchling,66.67,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,30.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,4,0,3,BLD|LED,0,1,{'baseline': 'ok'},,PASS
SYN-0136,Synthetic 136,Expedition,adult,en,steady,1000,5,70.83,Gold,7,40.0|50.0|75.0|65.0|0.0|70.0|90.0|75.0,63.75,Pathfinder,83.33,83.33,1,1,40.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,70.9,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,5,1,3,0,4,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0137,Synthetic 137,Expedition,adult,en,high_act_low_ev,490,3,55.0,Silver,7,10.0|50.0|0.0|50.0|60.0|60.0|60.0|50.0,15.0,Hatchling,0.0,0.0,0,0,60.0,Multi-Horizon,NORMAL,NOT_ELIGIBLE,23.0,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,0,0,12,0,7,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0138,Synthetic 138,FlightPass,adult,ar,low_act_high_ev,920,4,55.0,Silver,8,40.0|60.0|50.0|50.0|50.0|50.0|70.0|50.0,61.25,Pathfinder,100.0,100.0,1,1,18.25,Focused,POSITIVE_STANDING,PROGRESS_VISIBLE,71.4,NOT_ELIGIBLE,4,ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,1,8,1,0,0,2,OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0139,Synthetic 139,FlightPass,adult,en,experienced,925,4,62.5,Gold,7,65.0|75.0|50.0|50.0|50.0|85.0|0.0|40.0,86.25,Vanguard,100.0,100.0,1,2,48.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,77.75,ELIGIBLE_ASCENDANT_NOMINATION,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,0,1,1,7,1,3,0,5,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0140,Synthetic 140,FlightPass,adult,en,new,435,3,53.33,Silver,5,0.0|50.0|0.0|60.0|85.0|0.0|50.0|75.0,45.0,Scout,76.67,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,45.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,2,0,4,0,3,LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0141,Synthetic 141,FlightPass,adult,en,merit,1040,5,68.33,Gold,7,50.0|0.0|65.0|85.0|75.0|85.0|15.0|50.0,63.75,Pathfinder,81.67,81.67,1,1,45.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,71.4,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,4,1,5,0,5,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0142,Synthetic 142,Expedition,adult,ar,returning,530,3,56.67,Silver,6,85.0|0.0|0.0|65.0|50.0|60.0|15.0|65.0,47.5,Scout,83.33,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,59.45,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,2,5,0,6,0,3,LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0143,Synthetic 143,FlightPass,minor,ar,minor_ar,505,3,59.17,Silver,8,40.0|60.0|50.0|10.0|50.0|85.0|60.0|50.0,45.0,Scout,80.0,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,47.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,2,0,4,0,4,BLD|LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0144,Synthetic 144,WingPass,adult,en,a11y_compressed,350,3,48.33,Silver,5,75.0|0.0|0.0|50.0|75.0|0.0|40.0|50.0,37.5,Scout,83.33,49.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,39.45,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,3,0,3,0,2,LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0145,Synthetic 145,MeritRoute,adult,en,team_passenger,180,2,36.67,Bronze,5,40.0|0.0|40.0|0.0|50.0|0.0|40.0|50.0,22.5,Hatchling,70.0,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,30.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,4,0,3,LED|PRT,0,1,{'full_mastery_from_team': 'no'},,PASS
SYN-0146,Synthetic 146,MeritRoute,adult,en,team_strong,1260,5,61.67,Gold,8,50.0|70.0|20.0|50.0|60.0|80.0|60.0|50.0,66.25,Specialist,86.0,86.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,76.95,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,6,6,1,1,0,3,LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0147,Synthetic 147,WingPass,adult,en,integrity,495,3,57.5,Silver,7,40.0|50.0|85.0|60.0|0.0|50.0|50.0|50.0,37.5,Scout,83.33,49.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,46.45,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,4,0,3,0,3,BLD|LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0148,Synthetic 148,Expedition,adult,en,popular_weak,80,1,13.33,Iron,2,40.0|0.0|40.0|0.0|0.0|0.0|0.0|0.0,5.0,Hatchling,15.0,15.0,0,0,5.0,Focused,NORMAL,NOT_ELIGIBLE,11.5,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-EVD-001,0,0,0,0,0,1,0,1,PRT,0,0,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0149,Synthetic 149,OpenFlight,adult,ar,steady,905,4,66.67,Gold,7,65.0|50.0|85.0|85.0|0.0|40.0|35.0|75.0,58.75,Pathfinder,80.0,80.0,1,1,55.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,61.0,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,2,1,6,0,6,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0150,Synthetic 150,Expedition,adult,ar,new,140,2,11.67,Iron,4,0.0|10.0|40.0|10.0|10.0|0.0|0.0|0.0,12.5,Hatchling,0.0,0.0,0,0,5.0,Focused,NORMAL,NOT_ELIGIBLE,14.5,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-TEAM-001,0,0,3,0,0,1,0,1,LED,0,1,{'baseline': 'ok'},,PASS
SYN-0151,Synthetic 151,OpenFlight,adult,ar,steady,795,4,61.67,Gold,6,40.0|85.0|50.0|80.0|0.0|75.0|0.0|40.0,58.75,Pathfinder,81.67,81.67,1,1,43.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,64.0,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,3,1,5,0,5,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0152,Synthetic 152,FlightPass,adult,en,high_act_low_ev,500,3,40.0,Bronze,5,40.0|0.0|40.0|0.0|50.0|60.0|0.0|50.0,7.5,Hatchling,0.0,0.0,0,0,65.0,Multi-Horizon,NORMAL,NOT_ELIGIBLE,19.0,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,12,0,8,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0153,Synthetic 153,FlightPass,adult,en,low_act_high_ev,940,4,59.17,Silver,8,40.0|50.0|60.0|50.0|50.0|70.0|75.0|50.0,63.75,Pathfinder,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,73.65,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,1,8,1,1,0,3,BLD|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0154,Synthetic 154,OpenFlight,adult,ar,experienced,1075,5,71.67,Gold,8,60.0|75.0|50.0|85.0|50.0|85.0|50.0|75.0,86.25,Vanguard,100.0,100.0,1,2,65.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,81.0,ELIGIBLE_ASCENDANT_NOMINATION,8,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,0,1,1,7,1,5,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0155,Synthetic 155,MeritRoute,adult,en,new,150,2,27.5,Iron,4,40.0|0.0|40.0|75.0|0.0|0.0|0.0|10.0,27.5,Hatchling,66.67,49.0,0,0,16.25,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,35.7,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-TEAM-001,0,0,1,1,0,2,0,2,BLD,0,1,{'baseline': 'ok'},,PASS
SYN-0156,Synthetic 156,FlightPass,adult,en,merit,970,4,69.17,Gold,8,40.0|50.0|60.0|50.0|60.0|70.0|90.0|85.0,63.75,Pathfinder,81.67,81.67,1,1,62.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,74.65,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,3,1,6,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0157,Synthetic 157,OpenFlight,adult,ar,returning,340,3,41.67,Bronze,5,10.0|0.0|0.0|55.0|50.0|60.0|0.0|75.0,42.5,Scout,86.67,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,51.2,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,4,0,4,0,2,BLD|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0158,Synthetic 158,Expedition,minor,ar,minor_ar,370,3,62.5,Gold,6,0.0|40.0|85.0|50.0|50.0|75.0|75.0|0.0,45.0,Scout,80.0,49.0,0,0,45.0,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,46.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,2,0,5,0,4,BLD|LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS
